2024-05-19 00:37:28,702 +0545 [INFO] Watching for file changes with StatReloader
2024-05-19 00:37:33,399 +0545 [INFO] "GET /media/seller/product_images/epson-l3210-printer-500x500-1.jpg HTTP/1.1" 200 22218
2024-05-19 00:37:33,400 +0545 [INFO] "GET /media/seller/product_images/istockphoto-1131409615-612x612.jpg HTTP/1.1" 200 58710
2024-05-19 00:37:33,403 +0545 [INFO] "GET /media/seller/product_images/71k6L1xp4iL._AC_UF8941000_QL80_.jpg HTTP/1.1" 200 61007
2024-05-19 00:37:33,406 +0545 [INFO] "GET /media/seller/product_images/n6_KBnMTeA.jpg HTTP/1.1" 200 48579
2024-05-19 00:37:33,409 +0545 [INFO] "GET /media/seller/product_images/preview.jpg HTTP/1.1" 200 111815
2024-05-19 00:37:33,413 +0545 [INFO] "GET /media/seller/product_images/images.jpeg HTTP/1.1" 200 5093
2024-05-19 00:37:33,418 +0545 [INFO] "GET /media/seller/product_images/alesis_v25_25_key_usb_midi_1085438.jpg HTTP/1.1" 200 200616
2024-05-19 00:37:33,421 +0545 [INFO] "GET /media/seller/product_images/OIP.jpeg HTTP/1.1" 200 24948
2024-05-19 00:37:33,431 +0545 [INFO] "GET /media/seller/product_images/dell_monitor_AngHyoj.jpeg HTTP/1.1" 200 105816
2024-05-19 00:37:33,435 +0545 [INFO] "GET /media/seller/product_images/dfsd.jpeg HTTP/1.1" 200 126570
2024-05-19 00:37:33,437 +0545 [INFO] "GET /media/seller/product_images/78BD7730966D105-S918B_black.png HTTP/1.1" 200 224382
2024-05-19 00:37:33,445 +0545 [INFO] "GET /media/seller/product_images/cg.png HTTP/1.1" 200 678927
2024-05-19 00:37:33,446 +0545 [INFO] "GET /media/seller/product_images/R.jpeg HTTP/1.1" 200 623043
2024-05-19 00:37:33,447 +0545 [INFO] "GET /media/seller/product_images/jbl_jblgo3redam_go_3_portable_bluetooth_1583010.jpg HTTP/1.1" 200 746225
2024-05-19 00:37:36,458 +0545 [INFO] "OPTIONS /account/user/details/ HTTP/1.1" 200 0
2024-05-19 00:37:36,458 +0545 [INFO] "OPTIONS /account/user/details/ HTTP/1.1" 200 0
2024-05-19 00:37:36,470 +0545 [INFO] "GET /e-com/api/products/public/list/ HTTP/1.1" 200 13246
2024-05-19 00:37:36,478 +0545 [INFO] "GET /e-com/api/products/public/list/ HTTP/1.1" 200 13246
2024-05-19 00:37:36,492 +0545 [INFO] "GET /account/user/details/ HTTP/1.1" 200 294
2024-05-19 00:37:36,500 +0545 [INFO] "GET /account/user/details/ HTTP/1.1" 200 294
2024-05-19 00:37:38,086 +0545 [INFO] "GET /account/user/details/ HTTP/1.1" 200 294
2024-05-19 00:37:38,096 +0545 [INFO] "GET /account/user/details/ HTTP/1.1" 200 294
2024-05-19 00:37:38,108 +0545 [INFO] "OPTIONS /account/buyer-profile/3/ HTTP/1.1" 200 0
2024-05-19 00:37:38,124 +0545 [INFO] "GET /account/buyer-profile/3/ HTTP/1.1" 200 166
2024-05-19 00:37:38,131 +0545 [INFO] "GET /media/user/profile_images/_1bc24c2e-8400-46c5-8c2a-10b5464cb959.jpeg HTTP/1.1" 200 44670
2024-05-19 00:37:43,546 +0545 [INFO] "GET /e-com/api/products/public/list/ HTTP/1.1" 200 13246
2024-05-19 00:37:43,549 +0545 [INFO] "GET /account/user/details/ HTTP/1.1" 200 294
2024-05-19 00:37:43,558 +0545 [INFO] "GET /e-com/api/products/public/list/ HTTP/1.1" 200 13246
2024-05-19 00:37:43,561 +0545 [INFO] "GET /account/user/details/ HTTP/1.1" 200 294
